Format,Title,Artist,Release Year,Genre(s),Country,RIYL,Location (Shelf),Album Cover URL,Fill In?
Record,"Old Friends, New Friends",Ralph Towner,1979,Contemporary Jazz,Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/b4/ff/c1/b4ffc168-e756-19d3-b95a-a6e941f6dd3c/00042282919625.rgb.jpg/600x600bb.jpg,Been Filled
Record,Solo Concert,Ralph Towner,1980,Contemporary Jazz,Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/33/a0/11/33a011f5-da65-8e1f-4d60-5604d3c31b81/00042282726827.rgb.jpg/600x600bb.jpg,Been Filled
Record,Turn it Out,Gary Toms,1977,Disco,US,,"""C3""",https://i.discogs.com/5mSVY_y3XwX9jTZYiWSQYLiB5_tRaHokdfYEQovZqQM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMTMy/NDYtMTIzNjg4NTgy/Mi5qcGVn.jpeg,Been Filled
Record,First Serve,Danny Toan,1977,Jazz-Rock,US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/f8eeb48e82ed4dfccd986751dc80fb49.jpg,Been Filled
Record,Monster Walks the Winter Lake,David Thomas,1986,"Avantgarde, Acoustic",UK,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/7de9bb3067ac4ca2cc021c3b808217cc.png,Been Filled
Record,Rub Down,Joe Tex,1978,"Funk, Disco",US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/a8ff7802de2d2b61464576d8d0a1f451.jpg,Been Filled
Record,Album Album,Jack DeJohnette,1985,Post Bop,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/51/58/f2/5158f218-dafa-4905-885c-d749c1351c16/00042282346728.rgb.jpg/600x600bb.jpg,Been Filled
Record,Zebra,Jack DeJohnette,1989,"Future Jazz, Ambient, Soundtrack",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/2c/eb/6e/2ceb6e39-6d9a-39bf-31ca-a10053e4bb09/00076742231323.rgb.jpg/600x600bb.jpg,Been Filled
Record,Southern Exposure,Alex deGrassi,1984,"New Age, Acoustic",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/50/ac/9f/50ac9fe4-6a96-919a-d273-1866362ce0ea/886446915364.jpg/600x600bb.jpg,Been Filled
Record,Mr. Lucky,Buddy DeFranco,1984,Jazz,Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/1c/4e/d9/1c4ed941-c84b-65c0-c62b-75b8890222fc/24CRGIM43054.rgb.jpg/600x600bb.jpg,Been Filled
Record,Deep River,The Robert Shaw Chorale,1958,"Spirituals, Choral",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/05/fb/56/05fb5684-c605-0616-009e-a690e6a533b1/acdanorthcentral2014hsandelemhonorchoirscover0314.jpg/600x600bb.jpg,Been Filled
Record,Black and Dekker,Desmond Dekker,1980,Ska,UK,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/10/fb/a6/10fba604-12b8-4edc-6b3d-636c8ba48c29/00602567504863.rgb.jpg/600x600bb.jpg,Been Filled
Record,Live Montreaux,Eddie Davis,1989,Free Jazz,Australia,,"""C3""",https://i.discogs.com/sIDBy752sb8r8R4NqgPhcGV5q65vlmIOymftW5BSaj0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI0NTQx/NTg5LTE2NjM1NzEw/NDgtOTI4My5wbmc.jpeg,Been Filled
Record,The Oak Tree,Morris Day,1985,"Soul, Synth-pop",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0e/27/ee/0e27ee44-c825-dd71-db5b-f045d93b6066/00720616243522.rgb.jpg/600x600bb.jpg,Been Filled
Record,Check Out Time,James Davis,1989,Louisiana Blues,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/0f/92/3f/mzi.zlkyhpjd.jpg/600x600bb.jpg,Been Filled
Record,Hi Life Time,George Darko,1983,"Highlife, African",Germany & Switzerland,,"""C3""",https://i.discogs.com/kVhHGr4GEIBYXdeKTw0Iu4PgOAnt4WMcKiAJKOLqCyA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyODY4/MTgtMTQ0NTI4ODc1/NC03MDkxLmpwZWc.jpeg,Been Filled
Record,Morning Thunder,Eddie Daniels,1980,"Smooth Jazz, Jazz-Funk",US,,"""C3""",https://i.discogs.com/zccPsZf7R22eJdpvYjm6lShs9tgU4G95dLstgUp8AUg/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1MTA0/MjctMTM5NTI0MDE4/Ni0yNTQ0LmpwZWc.jpeg,Been Filled
Record,Memos From Paradise,Eddie Daniels,1988,Jazz,US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/93c9fa21f76e4b17ae9ee7259a537f8a.jpg,Been Filled
Record,Blackwood,Eddie Daniels,1989,"Smooth Jazz, Jazz-Funk, Easy Listening",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/d9/5e/30/d95e3099-01da-c2e1-82d0-76ca9eda05da/00011105976824.rgb.jpg/600x600bb.jpg,Been Filled
Record,To Bird with Love,Eddie Daniels,1987,Contemporary Jazz,US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/0178ba6e409e4dce9ef01f2b93da9039.jpg,Been Filled
Record,The Cat and the Fiddle,Papa John Creach,1977,"Soul, Disco",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/db/1f/03/db1f03e2-c11a-5b6c-b08a-bda195684340/196873362649.jpg/600x600bb.jpg,Been Filled
Record,False Accusations,Robert Cray Band,1985,Modern Electric Blues,UK,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/cd/d5/17/cdd51758-7939-c41a-a37c-9994808ae314/00602527323787.rgb.jpg/600x600bb.jpg,Been Filled
Record,Bad Influence,Robert Cray Band,1984,Modern Electric Blues,UK,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/c1/38/15/c138152a-52c3-a1b3-c9d2-7cbb83bd3af4/00602537845507.rgb.jpg/600x600bb.jpg,Been Filled
Record,Danielle Dax,Danielle Dax,1995,"Synth-pop, Experimental",UK,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/bb/ee/7e/mzi.auadigcr.jpg/600x600bb.jpg,Been Filled
Record,Dannibal,Cex,2008,Abstract,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/18/2f/3d/182f3de5-2b93-766d-e10a-48a0a8d8ced1/198026686695.jpg/600x600bb.jpg,Been Filled
Record,Works,Emerson Lake and Palmer,1980,"Experimental, Prog Rock, Symphonic Rock",Netherlands,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/1f/88/ef/1f88ef23-d9e2-db33-5b6a-c63660037b27/4050538187878.jpg/600x600bb.jpg,Been Filled
Record,Tarkus,Emerson Lake and Palmer,1971,Prog Rock,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/2c/92/ca/2c92ca0e-5c0c-37f1-438a-0aba61cc647c/4050538184990.jpg/600x600bb.jpg,Been Filled
Record,Soft and Mellow,Herb Ellis,1979,Jazz,US,,"""C3""",https://i.discogs.com/5vZFzPgyvBK5NKkzVTvHtU-vc_jwGj51NwPe-_WQF4M/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMxMjMz/MjUtMTQxNDk0MjE5/Mi0yMTE1LmpwZWc.jpeg,Been Filled
Record,I Remember Harlem,Roy Eldridge,1972,"Swing, Bop",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/v4/26/1f/90/261f907a-b83b-f97e-3217-72d38d1be82d/Roy_Eldridge_-_I_Remember_Harlem.jpg/600x600bb.jpg,Been Filled
Record,Live at Montreaux,Don Ellis,1995,"Funk, Soul",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2005/m07/d21/h14/mzi.bzkrkqcr.jpg/600x600bb.jpg,Been Filled
Record,8 Bold Souls,8 Bold Souls,1987,"Free Jazz, Avant-garde Jazz",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/y2004/m02/d18/h15/s05.faxnqnob.jpg/600x600bb.jpg,Been Filled
Record,Bassus Erectus,Arni Egilsson,1980,"Jazz-Funk, Disco",US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/2a0b821898e360dd42fe1fcb0c76e49e.jpg,Been Filled
Record,Elements,Mark Egan,1982,"Fusion, Contemporary Jazz",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music2/v4/01/86/5d/01865d51-c188-869c-2d12-6b98547578b7/755603864725.jpg/600x600bb.jpg,Been Filled
Record,Exercise in Tension,Dessau,1989,Industrial,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/bb/0f/1b/bb0f1b9e-43a3-0406-264e-501510aa663a/Exercise_In_Tension.jpg/600x600bb.jpg,Been Filled
Record,Slowly Shouting,Design for Living,1983,"New Wave, Post-Punk, Art Rock",UK,,"""C3""",https://i.discogs.com/ml2BHdDmy2zbKRvnk5YltDzqmVdC_xQiLVoKA1WD1F8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5Nzk4/MTYtMTUxMjkwODEw/Mi04MTA4LmpwZWc.jpeg,Been Filled
Record,Claude's Late Morning,Bobby Previte,1988,Contemporary Jazz,US,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/40cdf5c80b06e6ca665fa82ff96a9e06.jpg,Been Filled
Record,Uncut,The Powder Blues,1980,"Blues Rock, Modern Electric Blues",Canada,,"""C3""",https://i.discogs.com/_Xjto75tcAniirt__vUeoVVdLEQlf8T_KiWK7i84fmM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4Mjgw/OTgtMTI3MzI4NTAz/MC5qcGVn.jpeg,Been Filled
Record,Amensia,Pousette-Dart Band,1994,,,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/66/21/b9/6621b95b-552d-ec56-07c4-9d29b0dd243b/859713246843_cover.jpg/600x600bb.jpg,Been Filled
Record,Fables,Jean-Luc Ponty,1985,Fusion,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music71/v4/79/13/43/791343d9-6482-9636-3870-611c08067f23/dj.ludnysay.jpg/600x600bb.jpg,Been Filled
Record,Individual Choice,Jean-Luc Ponty,1983,Fusion,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/7f/93/01/mzi.opesfbjm.jpg/600x600bb.jpg,Been Filled
Record,Imaginary Voyage,Jean-Luc Ponty,1976,"Jazz-Rock, Space Rock, Fusion",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/b0/e8/62/b0e86257-8536-2bf4-a097-5da2252f9abc/s06.gmqnaiyh.jpg/600x600bb.jpg,Been Filled
Record,I'm the Fiddle,Papa John Creach,1977,Soul,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/db/1f/03/db1f03e2-c11a-5b6c-b08a-bda195684340/196873362649.jpg/600x600bb.jpg,Been Filled
Record,Live,Jean-Luc Ponty,2000,"Fusion, Jazz-Rock",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/d0/04/d7/mzi.tjmcuevg.jpg/600x600bb.jpg,Been Filled
Record,Open Mind,Jean-Luc Ponty,1984,Fusion,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/98/3d/7f/983d7f1e-ddaa-e3ce-a98d-6e7835537c5c/081227519865.jpg/600x600bb.jpg,Been Filled
Record,The Gift of Time,Jean-Luc Ponty,1987,"Fusion, Contemporary Jazz",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ef/62/7b/ef627b96-19aa-cb83-7e9a-1ddbcea53e77/5099704098326.jpg/600x600bb.jpg,Been Filled
Record,Enigmatic Ocean,Jean-Luc Ponty,1977,"Fusion, Jazz-Rock",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Features125/v4/a2/9d/cd/a29dcd44-90c7-5eea-7715-87cf392f5848/dj.yfuajgol.jpg/600x600bb.jpg,Been Filled
Record,The Mad Scene,Various,1986,"Electric Blues, New Wave, Alternative Rock, Indie Rock, Power Pop",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/ee/c6/fd/eec6fd29-c0d0-2922-e568-4abb858a5550/dj.fymihfoe.jpg/600x600bb.jpg,Been Filled
Record,Now's the Time,Gene Ludwig,1980,Jazz,US,,"""C3""",https://i.discogs.com/uNF2Um3LuC9PanpzI9sAmEgmk_CG0ctBSqmFVcWb-HE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0Mjkz/MTUtMTMxNzM1NDI0/Mi5qcGVn.jpeg,Been Filled
Record,Lift Off,Jeff Lorber Fusion,1984,Jazz-Funk,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music4/v4/63/87/20/638720f8-31ad-7243-3987-23e8d0482d88/886444334648.jpg/600x600bb.jpg,Been Filled
Record,Jeff Lorber Fusion,JEff Lorber Fusion,1977,Jazz-Funk,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/bc/32/f0/bc32f004-9f2c-1b7f-67e2-8e791fd080f8/196922639159_Cover.jpg/600x600bb.jpg,Been Filled
Record,Water Sign,JEff Lorber Fusion,1979,Jazz-Funk,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music3/v4/06/73/8b/06738b50-9841-ab57-88df-63527cbae520/886444334624.jpg/600x600bb.jpg,Been Filled
Record,Jazz for Playgirls,Billy ver Planck Orchestra,1958,Jazz,US,,"""C3""",https://i.discogs.com/TfxExPQhcNpWVaVT8tDEqOyJIg522XK-ypJ0aXFg8bk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY2NTU2/MDAtMTY1MTYwNDkw/Mi02MjExLmpwZWc.jpeg,Been Filled
Record,Voo-It,Paula Lockheart,1987,"Jazz, Blues",US,,"""C3""",https://i.discogs.com/Orbv6EXlyBA2mcGgEoBh5G0AFx_Ieuu0gaELTZWMdkU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3MDc5/MjYtMTU2NDA3MzYz/NS05MTI1LmpwZWc.jpeg,Been Filled
Record,Distant Lover(s),Fred Lipsius,1984,Jazz,US,,"""C3""",https://i.discogs.com/GaQ2PoM_joWn5mWzGlbq94_XXiwSNV-Jg0fNx_adwPE/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg1MTk1/NzgtMTQ2MzMxMTI4/Mi0zOTIyLmpwZWc.jpeg,Been Filled
Record,A Day at the Surface,Bjorn J:son Lindh,1978,Fusion,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/31/7c/e8/317ce8e5-f1b2-fe64-3441-2c18b6010a98/mzi.bngffnja.jpg/600x600bb.jpg,Been Filled
Record,Last Year's Waltz,Steve Kuhn Quartet,1982,"Contemporary Jazz, Post Bop",Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/ed/3e/c5/ed3ec576-415b-3000-0757-5907950ad7f5/18UMGIM01801.rgb.jpg/600x600bb.jpg,Been Filled
Record,Nonfiction,Steve Kuhn,1978,,,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/59/62/29/59622950-9e19-f5f3-2879-8fbc3406883f/18UMGIM01736.rgb.jpg/600x600bb.jpg,Been Filled
Record,Breakthrough,The Don Pullens George Adams Quartet,1986,,,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/43/82/59/43825971-c92a-9b37-0531-d46f8a6cc9b4/20UMGIM19285.rgb.jpg/600x600bb.jpg,Been Filled
Record,Eyes of the Heart,Keith Jarrett,1979,"Fusion, Free Jazz",Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/71/5a/2c/715a2c0c-bb35-1641-7c6c-ce85658ee55b/00602547301086.rgb.jpg/600x600bb.jpg,Been Filled
Record,On a Fair Summer Evening,Nanci Griffith,1988,"Folk, Folk Rock, Country",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/17/3a/de/173adedb-d848-650e-9549-117c1561d2f9/00076742225520.rgb.jpg/600x600bb.jpg,Been Filled
Record,Catwalk,Bennie Green,1978,Hard Bop,US,,"""C3""",https://i.discogs.com/6nUmkNQTLbMOhpTGxMigd1fvoezLRuON3vzDX2aLN5g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQzOTg4/ODQtMTM2MzgzNzk5/NC03OTEyLmpwZWc.jpeg,Been Filled
Record,Mad Music,Robert Greenridge,1978,"Pop Rock, Funk",Germany,,"""C3""",https://i.discogs.com/7dzWsxdX54OVHiIRAn1zh5swCgWhjLlnAeoFrlcXFXs/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5NDI3/MS0xNTM4MDMzNzky/LTMxOTIuanBlZw.jpeg,Been Filled
Record,"Pale, Pale Moon",Mike Greene,1975,Jazz-Rock,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/8d/82/03/mzi.rymmthin.jpg/600x600bb.jpg,Been Filled
Record,Disorder,Front Line Assembly,1988,"Electro, Industrial",Europe,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/72/c5/58/72c55811-a99c-b868-3ab4-47411860a580/889466298561.jpg/600x600bb.jpg,Been Filled
Record,Sun Bear Concerts,Keith Jarrett,1978,Free Improvisation,Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/6b/8c/2f/6b8c2f35-692c-54fb-98ee-21f1fed2c6da/21UMGIM37894.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Suvivors' Suite,Keith Jarrett,1976,,,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/a4/a9/50/a4a95096-6f04-363a-7608-a42de3706f62/00602547301109.rgb.jpg/600x600bb.jpg,Been Filled
Record,Invocations - the Moth and the Flame,Keith Jarrett,1981,Free Improvisation,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/12/93/be/1293bebe-23d9-e720-663f-286a2bdc772d/00042282547323.rgb.jpg/600x600bb.jpg,Been Filled
Record,The Celestial Hawk,Keith Jarrett,1980,Neo-Classical,US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/48/18/e8/4818e8c9-3f28-c8bc-f716-d8e3662b1377/00042282937025.rgb.jpg/600x600bb.jpg,Been Filled
Record,Arbour Zena,Kieth Jarrett,1976,,,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/50/a1/d5/50a1d51e-2513-23ef-ffe3-d6af79320b25/00602547301055.rgb.jpg/600x600bb.jpg,Been Filled
Record,Hymns Spheres,Keith Jarrett,1976,Free Improvisation,Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music128/v4/ac/1f/44/ac1f44ab-4cb5-0397-d083-a9ac734f87e6/00602537163915.rgb.jpg/600x600bb.jpg,Been Filled
Record,Buddy and the Junior,Buddy Guy,1970,"Chicago Blues, Acoustic",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/6e/65/ff/6e65ffc6-8c7a-c551-4f41-11d7e426c45d/00602527705972.rgb.jpg/600x600bb.jpg,Been Filled
Record,1965,Al Jarreau,1983,Soul-Jazz,Italy,,"""C3""",https://lastfm.freetls.fastly.net/i/u/300x300/f4985ffda23343beae1fa41ee1a832a1.jpg,Been Filled
Record,Jarreau,Al Jarreau,1983,"Soul-Jazz, Downtempo, Vocal",Germany,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/a0/52/85/a05285ce-1573-91b6-bef6-353ce3d349f9/mzi.hhfrqile.jpg/600x600bb.jpg,Been Filled
Record,All Fly Home,Al Jarreau,1978,"Soul, Funk",US,,"""C3""",https://is1-ssl.mzstatic.com/image/thumb/Music/61/01/12/mzi.hliyhmxn.jpg/600x600bb.jpg,Been Filled
,,,,,,,,,
Record,Backstreet,David Sanborn,1983,Smooth Jazz,US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music/7b/63/21/mzi.qepnzqxw.jpg/600x600bb.jpg,Been Filled
Record,Garden of Eden,Passport,1979,"Fusion, Jazz-Funk",Germany,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music/49/10/00/mzi.dfpzcmhw.jpg/600x600bb.jpg,Been Filled
Record,Amigo,Arlo Guthrie,1976,"Folk, World, & Country",US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music7/v4/24/27/13/242713c9-8521-5611-4df7-20f716033950/889845178217.jpg/600x600bb.jpg,Been Filled
Record,Isolation,Dessau,1988,Industrial,US,,"""C4""",https://i.discogs.com/FcBFrF_G0Tuv5R2AhR3t5TbzSajkPm87EEqphygCDFQ/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYzMDg1/NC0xMTQwODM1NTg2/LmpwZWc.jpeg,Been Filled
Record,Warhol Machine,D.O.D.,1989,"House, Acid, Industrial",US,,"""C4""",https://i.discogs.com/FpLtasFNJ4P7YDyGM9QP20XQ1WJEq-nJ-KkfOk7qndM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIxNzcz/OTUtMTM3MDQ1MTk5/OC00MDk0LmpwZWc.jpeg,Been Filled
Record,Aion,Dead can Dance,2017,"Modern Classical, Medieval",UK & US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/5f/8c/88/5f8c884c-cf81-b1c7-71ee-ac81ee183d2c/652637271041.png/600x600bb.jpg,Been Filled
Record,Heaven is Waiting,The Danse Society,1984,"Goth Rock, Post-Punk, New Wave",Europe,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/1c/82/b8/1c82b872-0d07-a57c-d954-2c2d275504b7/artwork.jpg/600x600bb.jpg,Been Filled
Record,The Serpent's Egg,Dead can Dance,1988,"Modern Classical, Ethereal",UK,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/7d/67/2b/7d672b18-110b-13a9-e993-f93bc210bfa4/652637270945.png/600x600bb.jpg,Been Filled
Record,Stone Bird,Supersax,1988,Bop,US,,"""C4""",https://i.discogs.com/OJA2_62O5OCS6uO6onUOO-tDHbD6e97-i74R4t1xBuM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMwOTg1/ODctMTM1NjYxNTA2/Mi05MDAyLmpwZWc.jpeg,Been Filled
Record,Straighten up and Fly Right,Supersax,1986,Contemporary Jazz,Europe,,"""C4""",https://i.discogs.com/zMaq3nRbHbkY-rNO2Fd7Ro4_ZTMFqyXm-LKggH_ahyY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ4OTg3/MDUtMTU2OTA1MzMz/My02MzM1LmpwZWc.jpeg,Been Filled
Record,Tutayay,Sukay,1986,Quechua,US,,"""C4""",https://i.discogs.com/VqWuG7BaY7G39544oV3RxCHba5_cNRYDE8ec5PjheRk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTczNjQy/OTctMTQzOTg3NTYy/Mi04NDkzLmpwZWc.jpeg,Been Filled
Record,Guitarras,Jorge Strunz,1985,Flamenco,US,,"""C4""",https://i.discogs.com/tU1ucl7-TV4PYNsVa90Ob1OvJ_j9V6E8gZc83KQ1fqU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI1MTUy/ODEtMTQ1MjA4MTA2/Mi01MTUwLnBuZw.jpeg,Been Filled
Record,Body Bag,Die Warzau,1989,"Industrial, EBM",US,,"""C4""",https://i.discogs.com/BKpGWchMSI3PDvuEOClc6q8ZusXCQlWJdggNnaPXutM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU1NzA3/LTExODg4Nzk0MzYu/anBlZw.jpeg,Been Filled
Record,Music World,Jamaaladeen Tacuma,1986,Jazz-Rock,Germany,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music/af/e1/f8/mzi.otdkqgpb.jpg/600x600bb.jpg,Been Filled
Record,Frontera,Strunz,1984,"Gypsy Jazz, Fusion",US,,"""C4""",https://i.discogs.com/AxVjlxByhhmd2o5Njuz3UjNRRkMlGKWQXxgaCc_kXKw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5MDcx/MDMtMTQwMDAwMzY5/OC01MDI1LmpwZWc.jpeg,Been Filled
Record,Rising,Streetdancer,1977,"Fusion, Jazz-Rock",US,,"""C4""",https://lastfm.freetls.fastly.net/i/u/300x300/4fc336ce5d43469ec613cd76821f70d4.jpg,Been Filled
Record,The Telluride Sessions,Strength in Numbers,1989,Bluegrass,US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/b8/27/d3/b827d35c-f82a-86ca-5a49-13d173f3455b/00008817003320.rgb.jpg/600x600bb.jpg,Been Filled
Record,Solid Colors,Liz Story,1983,"Contemporary Jazz, Easy Listening",US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/db/22/13/db221334-0a03-87f5-d6a0-9b59f1ac59f9/mzi.teqvglfx.jpg/600x600bb.jpg,Been Filled
Record,Journee a la Maison,Alan Stivell,1978,"Folk Rock, Folk",Germany,,"""C4""",https://i.discogs.com/xeONuKpfjxbmxRez8xpv84-9hMlNHwq_aOsHH-Ttt4s/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIzMDM4/NDAtMTI5NzA4OTU4/MS5qcGVn.jpeg,Been Filled
Record,Steps Ahead,Steps Ahead,1983,Contemporary Jazz,US,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/bf/6e/87/bf6e873c-00ea-5cbd-65cd-333dc31307ba/mzi.quilztjy.jpg/600x600bb.jpg,Been Filled
Record,Havin' a Party with Southside Johnny,Southside Johnny,1979,Rock & Roll,Europe,,"""C4""",https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/45/f8/1e/45f81e7c-c4f5-5ea9-3faa-17b64cced54c/886449526550.jpg/600x600bb.jpg,Been Filled
